Make,Model,Used/New,FuelType,ExteriorColor,DealType,InteriorColor,Mileage,MinMPG,MaxMPG,Price
Volkswagen,Atlas 3.6 V6 SEL,Used,Gasoline,Platinum Gray Metallic,Good,Titan Black,22648,16,22,"$46,599"
Chevrolet,Silverado 1500 High Country,Used,Gasoline,Black,Fair,Jet Black,44323,16,22,"$53,800"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Gray,Good,Black,17483,20,26,"$57,999"
Chevrolet,Spark LS,Used,Gasoline,Passion,Good,Jet Black,19892,30,38,"$17,500"
Cadillac,XT5 Luxury,Cadillac Certified,Gasoline,Radiant Silver Metallic,Good,Jet Black,31462,19,26,"$37,950"
Acura,RDX A-Spec,Used,Gasoline,Lunar Silver Metallic,Fair,Ebony,15672,22,27,"$46,554"
Acura,RDX Technology Package,Used,Gasoline,Majestic Black Pearl,Good,Espresso,21065,22,28,"$43,468"
INFINITI,QX60 Luxe,Used,Gasoline,Majestic White,Good,Graphite,61816,20,27,"$32,298"
Porsche,Cayenne Base,Used,Gasoline,Biscay Blue Metallic,Good,Black,52263,19,23,"$63,000"
Honda,Pilot EX-L,Used,Gasoline,Black,Good,Beige,42860,18,26,"$36,499"
Honda,CR-V LX,Used,Gasoline,Crystal Black Pearl,Good,–,20293,26,32,"$28,895"
Cadillac,XT5 Luxury,Used,Gasoline,Stellar Black Metallic,Good,Jet Black,30319,19,26,"$35,417"
GMC,Sierra 2500 Denali,Used,Diesel,Quicksilver Metallic,Fair,Jet Black,45998,0,0,"$77,980"
GMC,Yukon XL Denali,Used,Gasoline,Onyx Black,Good,Jet Black,104050,14,21,"$42,900"
INFINITI,QX60 Pure,Used,Gasoline,Hermosa Blue,Great,Graphite,49724,20,27,"$30,439"
Mercedes-Benz,C-Class C 300,Used,Gasoline,Black,Good,AMG Black,35913,23,34,"$34,999"
Mercedes-Benz,E-Class E 350,Used,Gasoline,Black,Great,Black,88461,21,30,"$18,553"
Ford,Flex Limited,Used,Gasoline,Ingot Silver Metallic,Good,Charcoal Black,84153,16,23,"$25,611"
Honda,Accord EX-L,Used,Gasoline,Alabaster Silver Metallic,Good,–,97390,21,32,"$19,399"
Ford,Edge Titanium,Used,Gasoline,Gray,Good,Gray,19892,21,28,"$36,000"
Ford,Fusion SE,Used,Gasoline,Agate Black Metallic,Good,Ebony,48568,20,29,"$24,521"
Chevrolet,Equinox 1LT,Used,Gasoline,Iridescent Pearl Tricoat,Good,Jet Black,47421,25,30,"$26,987"
Mazda,CX-9 Touring,Used,Gasoline,Deep Crystal Blue Mica,Good,Sand,25814,20,26,"$35,499"
Honda,Civic Sport,Used,Gasoline,Gray,Great,Black,41343,29,38,"$19,998"
Toyota,RAV4 Limited,Used,Gasoline,Blizzard Pearl,Great,Ash,46254,22,29,"$28,995"
Hyundai,Tucson Limited,Used,Gasoline,Shimmering Silver,Great,Black,10735,24,29,"$36,995"
Toyota,Highlander Hybrid Limited,Toyota Certified,Hybrid,Blizzard Pearl,Great,Almond,80506,29,27,"$37,900"
Chevrolet,Trax LS,Used,Gasoline,Silver Ice Metallic,Good,Black,17592,26,31,"$22,000"
INFINITI,QX60 Luxe,Used,Gasoline,Majestic White,Good,Graphite,50394,19,26,"$34,993"
Volkswagen,Tiguan 2.0T S,Used,Gasoline,Pyrite Silver Metallic,Great,Titan Black,19860,20,27,"$26,483"
Chevrolet,Cruze 1LT,Used,Gasoline,Blue,Great,Gray,42700,26,38,"$11,900"
Ford,Explorer Limited,Used,Flex Fuel Capability,White,Great,White,38425,17,23,"$24,500"
Audi,SQ5 3.0T Premium,Used,Gasoline,Mythos Black Metallic,Good,Black,13145,19,24,"$53,444"
Dodge,Durango R/T,Used,Gasoline,Black,Great,Red / Black,15598,14,22,"$54,987"
Tesla,Model Y Long Range,Used,Electric,Pearl White Multi,Good,White / Black,15478,127,114,"$74,025"
Acura,ILX Premium Package,Used,Gasoline,Platinum White,Good,Graystone,13654,24,34,"$34,999"
Mercedes-Benz,GLE 350 Base,Mercedes-Benz Certified,Gasoline,Polar White,Fair,Macchiato,16931,19,26,"$69,998"
Chevrolet,Traverse LS,Used,Gasoline,Satin Steel Metallic,Great,Jet Black,26663,18,27,"$34,869"
Honda,CR-V EX-L,Used,Gasoline,Modern Steel Metallic,Good,Black,25739,28,34,"$32,500"
GMC,Acadia SLE-1,Used,Gasoline,Ebony Twilight Metallic,Good,Jet Black,38067,21,26,"$26,500"
Tesla,Model S 75D,Used,Electric,Black,Good,Black,45275,102,105,"$61,648"
Jeep,Grand Cherokee Altitude,Used,Gasoline,Diamond Black,Great,Black,24069,18,25,"$43,899"
Honda,CR-V EX-L,Used,Gasoline,Lunar Silver Metallic,Good,Gray,17256,27,33,"$31,733"
Cadillac,XT5 Luxury,Used,Gasoline,Stellar Black Metallic,Good,Cirrus,38951,18,25,"$35,933"
Honda,Accord LX 1.5T,Honda Certified,Gasoline,Crystal Black,Good,Black,32016,30,38,"$28,990"
GMC,Sierra 1500 Denali,GMC Certified,Gasoline,Mineral Metallic,Great,Cocoa,40065,16,22,"$48,985"
Audi,A4 40 Premium Plus,Used,Gasoline,Ibis White,Great,Atlas Beige,13329,24,31,"$45,678"
Mercedes-Benz,C-Class C 300 4MATIC,Mercedes-Benz Certified,Gasoline,Black,Good,Silk Beige / Black,31568,22,33,"$35,580"
Cadillac,XT5 Luxury,Used,Gasoline,Red Horizon Tintcoat,Fair,Kona Brown,21217,19,26,"$43,970"
Toyota,Corolla LE,Used,Gasoline,Classic Silver Metallic,Great,Black,21267,30,38,"$21,888"
Cadillac,XT5 Luxury,Used,Gasoline,Stellar Black Metallic,Good,–,50411,19,26,"$33,990"
Toyota,Highlander XLE,Used,Gasoline,Gray,Great,Almond,26449,20,26,"$37,900"
Hyundai,Tucson SE,Used,Gasoline,Coliseum Grey,Good,Black,28410,21,26,"$23,998"
Genesis,GV80 2.5T,Used,Gasoline,Uyuni White,Fair,Black,23955,21,25,"$58,185"
Tesla,Model 3 Long Range,Used,Gasoline,Black,Great,Black,11936,141,127,"$63,000"
Audi,Q8 3.0T Premium,Used,Gasoline,Samurai Gray Metallic,Fair,Sarder Brown,35516,17,22,"$71,730"
INFINITI,QX60 Base,Used,Gasoline,Black Obsidian,Good,Graphite,38000,19,26,"$34,500"
BMW,X5 xDrive40i,Used,Gasoline,Arctic Gray Metallic,Fair,Black,39974,20,26,"$50,593"
Land,Rover Range Rover Sport Autobiography,Used,Gasoline,Santorini Black,Good,Ebony/Ebony/Ebony/Ebony,37352,17,22,"$83,993"
BMW,X3 xDrive30i,BMW Certified,Gasoline,Dark Olive Metallic,Good,Canberra Beige,12032,22,29,"$41,774"
Mercedes-Benz,E-Class E 300,Mercedes-Benz Certified,Gasoline,designo Diamond White Metallic,Good,Macchiato Beige,13813,21,29,"$44,881"
Audi,Q5 45 Premium,Used,Gasoline,Glacier White Metallic,Great,Black,12970,23,28,"$43,881"
Cadillac,XT5 Luxury,Cadillac Certified,Gasoline,Deep Amethyst Metallic,Great,Beige,21550,19,26,"$31,823"
BMW,X5 xDrive40i,Used,Gasoline,Phytonic Blue Metallic,Good,Coffee,21263,20,26,"$59,970"
Audi,A3 2.0T Premium,Used,Gasoline,White,,Black,115784,24,33,"$9,995"
Ford,Flex Limited,Used,Gasoline,Burgundy Velvet Metallic Tinted Clearcoat,Good,Charcoal Black,51053,16,23,"$28,999"
Lexus,ES 350 Base,Used,Gasoline,Brown,,Beige,54767,21,31,"$14,899"
Dodge,Durango GT,Used,Gasoline,Granite Clearcoat,Great,Black,37632,18,25,"$36,999"
BMW,540 i xDrive,Used,Gasoline,Mineral White Metallic,Great,Black,34526,21,29,Not Priced
Volvo,XC90 T6 R-Design,Used,Gasoline,Electric Silver Metallic,Fair,–,39521,19,26,"$48,795"
BMW,X5 xDrive35i,Used,Gasoline,Jet Black,Good,Black,21463,18,24,"$44,943"
GMC,Acadia SLT-1,Used,Gasoline,Red Quartz Tintcoat,Good,Jet Black,19009,17,25,"$36,995"
Hyundai,Tucson SE,Used,Gasoline,Ruby Wine,Good,Beige,36468,21,26,"$22,790"
Mercedes-Benz,S-Class S 550 4MATIC,Used,Gasoline,Black,Good,Black,52618,16,24,"$63,993"
Land,Rover Range Rover Evoque Pure,Used,Gasoline,Fuji White,Great,Almond / Espresso,86720,20,28,"$19,943"
Honda,Pilot EX-L,Used,Gasoline,Crystal Black Pearl,Good,Black,21683,18,26,"$39,981"
Nissan,Rogue SV,Used,Gasoline,Black,Good,Black,49859,25,32,"$25,261"
Jeep,Grand Cherokee High Altitude,Used,Gasoline,Diamond Black,Fair,Black,45046,18,25,"$39,944"
Lexus,RX 350 350,Used,Gasoline,Caviar,Great,Black,42318,20,28,"$36,991"
Audi,Q5 2.0T Premium Plus,Used,Gasoline,Monsoon Gray Metallic,Fair,Black,99447,20,28,"$19,592"
Mercedes-Benz,GLC 300 Base 4MATIC,Used,Gasoline,Black,Fair,Black,20923,21,28,"$47,500"
Lexus,ES 350 Base,Used,Gasoline,Nebula Gray Pearl,Good,–,35701,19,28,"$21,999"
Audi,Q5 45 Premium,Used,Gasoline,Mythos Black Metallic,Great,Black,17580,22,28,"$39,988"
Mercedes-Benz,C-Class C 300,Used,Gasoline,Black,Great,Tan,43093,24,31,"$27,998"
BMW,X7 xDrive40i,Used,Gasoline,Carbon Black Metallic,Good,–,16691,20,25,"$73,677"
Toyota,RAV4 Limited,Toyota Certified,Gasoline,Galactic Aqua,Good,Ash,51630,22,28,"$31,200"
BMW,X3 M40i,BMW Certified,Gasoline,Carbon Black Metallic,Good,Black,20459,21,27,"$54,994"
Toyota,RAV4 LE,Used,Gasoline,Galactic Aqua,Great,Black,45683,22,28,"$27,334"
Buick,Encore Preferred,Used,Gasoline,Ebony Twilight Metallic,Good,Ebony,29841,25,30,"$22,245"
Tesla,Model Y Long Range,Used,Electric,White,Good,Black,27249,127,114,"$69,333"
Ford,Fiesta SE,Used,Gasoline,Black Shadow,Good,Black,57630,27,35,"$14,600"
Mercedes-Benz,AMG C 63 S,Used,Gasoline,designo Graphite,Good,–,33507,17,26,"$79,998"
Honda,Passport Touring,Used,Gasoline,Platinum White Pearl,Good,Black,36097,20,25,"$38,250"
Kia,Telluride SX,Used,Gasoline,Ebony Black,Good,Black,32894,19,24,"$51,224"
Cadillac,Escalade Luxury,Used,Gasoline,Satin Steel Metallic,Great,Jet Black,39919,14,21,"$67,011"
INFINITI,Q50 3.0t SENSORY,INFINITI Certified,Gasoline,Graphite Shadow,Great,Graphite,31373,20,29,"$41,799"
Honda,Passport Sport,Used,Gasoline,Lunar Silver Metallic,Good,Black,11827,19,24,"$35,500"
Volvo,XC60 T5 Inscription,Used,Gasoline,Crystal White Pearl Metallic,Good,Blond,26791,22,29,"$40,962"
Volvo,XC60 T5 Momentum,Volvo Certified,Gasoline,Osmium Gray Metallic,Fair,Charcoal,27766,22,29,"$41,968"
Toyota,Highlander Limited,Used,Gasoline,Toasted Walnut Pearl,Good,Black,83955,21,27,"$30,993"
RAM,1500 Laramie,Used,Gasoline,Patriot Blue Pearlcoat,Good,Black,40558,20,25,"$45,985"
Cadillac,XT5 Luxury,Used,Gasoline,Stellar Black Metallic,Great,Jet Black,18100,19,26,"$36,902"
Volkswagen,Atlas Cross Sport 3.6L V6 SEL,Used,Gasoline,Aurora Red Metallic,Good,Titan Black,14555,17,23,"$42,570"
Lexus,GX 460 Base,Used,Gasoline,Gray,Good,Black,46213,15,18,"$41,880"
Cadillac,SRX Luxury Collection,Used,Gasoline,Crystal Red Tintcoat,Fair,Ebony,71442,17,24,"$23,491"
Lexus,ES 350 F Sport,Used,Gasoline,Black,Good,Red,35760,22,31,"$42,195"
Toyota,Corolla Hatchback SE,Used,Gasoline,Red,Fair,Black,13755,32,41,"$30,509"
Honda,CR-V EX,Used,Gasoline,SXGR,Good,–,47534,27,33,"$29,998"
Ford,Edge Titanium,Used,Gasoline,Magnetic Metallic,Good,Ebony,57270,22,29,"$32,000"
Volvo,XC60 T5 Momentum,Used,Gasoline,White,Good,–,46462,20,27,"$38,299"
BMW,X3 xDrive30i,BMW Certified,Gasoline,Dark Graphite Metallic,Great,Black,19510,23,29,"$47,563"
Mercedes-Benz,GLS 550 Base 4MATIC,Used,Gasoline,Lunar Blue Metallic,Fair,–,80731,14,18,"$44,989"
Toyota,Sienna LE Auto Access Seat,Used,Gasoline,Silver,Great,Gray,35878,19,27,"$25,995"
Cadillac,XT5 Luxury,Used,Gasoline,Blue,Great,Tan,55619,19,27,"$29,998"
Hyundai,Tucson Value,Used,Gasoline,Magnetic Force,Good,Gray,17668,23,28,"$27,597"
Mercedes-Benz,GLC 300 Base,Used,Gasoline,Black,Great,Black,50784,22,27,"$34,998"
Chevrolet,Equinox LT,Used,Gasoline,Mosaic Black Metallic,Good,Jet Black,49027,20,28,"$23,500"
Mercedes-Benz,S-Class S 550 4MATIC,Used,Gasoline,designo Diamond White,Good,Designo Black,54558,16,24,"$59,999"
Toyota,RAV4 LE,Used,Gasoline,Silver,Great,–,41983,27,34,"$29,995"
Chevrolet,Silverado 1500 LTZ,Used,Gasoline,Black,Good,Jet Black,57021,16,22,"$35,999"
Kia,Telluride SX,Used,Gasoline,White,Good,Black,46360,19,24,"$47,995"
Chevrolet,Traverse LT Cloth,Used,Gasoline,Satin Steel Metallic,Good,Jet Black,30775,18,27,"$36,000"
Lexus,RX 350,Used,Gasoline,Caviar,Good,Parchment,19332,19,26,"$54,000"
Mazda,CX-5 Grand Touring,Used,Gasoline,Machine Gray Metallic,Great,Black,42462,24,30,"$31,739"
Buick,Encore Preferred,Used,Gasoline,Ebony Twilight Metallic,Good,Ebony,36710,25,30,"$21,987"
Mercedes-Benz,S-Class S 550,Used,Gasoline,designo Mocha Black,Great,Black,61888,17,26,"$42,990"
Cadillac,XT5 Luxury,Used,Gasoline,Stellar Black Metallic,Good,Jet Black,36423,19,26,"$36,990"
Mercedes-Benz,S-Class S 550,Used,Gasoline,designo Diamond White,Good,Black,68334,17,26,"$43,999"
Nissan,Maxima 3.5 SV,Used,Gasoline,Pearl White,Great,Charcoal,52815,22,30,"$15,995"
Dodge,Journey Crossroad,Used,Gasoline,Granite Crystal Clearcoat Metallic,Good,Black,47042,19,25,"$24,500"
Cadillac,XT5 Luxury,Cadillac Certified,Gasoline,Crystal White Tri-Coat,Great,Cirrus,30722,19,26,"$33,000"
GMC,Yukon SLT,Used,Gasoline,Steel,,Black,82552,15,21,"$39,471"
Jeep,Grand Cherokee Limited,Used,Gasoline,Granite Crystal Clearcoat Metallic,Great,Black,35594,18,25,"$34,300"
Jeep,Grand Cherokee Altitude,Used,Gasoline,Diamond Black,Good,Black,33347,18,25,"$34,499"
BMW,740 i xDrive,BMW Certified,Gasoline,Magellan Gray Metallic,Fair,Black,59891,20,29,"$51,900"
Hyundai,Palisade SEL,Used,Gasoline,Moonlight Cloud,Great,Black,26659,19,24,"$45,800"
Toyota,RAV4 Limited,Toyota Certified,Gasoline,Ruby Flare Pearl,Good,Nutmeg,15304,25,33,"$38,932"
Honda,CR-V EX-L,Used,Gasoline,Platinum White Pearl,Good,Black,34225,28,34,"$30,989"
Hyundai,Santa Fe SE 2.4,Used,Gasoline,Scarlet Red,Great,Black,36556,21,27,"$24,533"
Toyota,Corolla LE,Used,Gasoline,CELESTITE,Good,Black,21567,30,38,"$24,489"
Jeep,Grand Cherokee Trailhawk,Used,Gasoline,Diamond Black,Good,Ruby Red,18677,18,25,"$47,899"
Hyundai,Elantra SEL,Used,Gasoline,Quartz White Pearl,Great,Beige,30385,30,40,"$18,200"
Mercedes-Benz,CLA 250 Base,Mercedes-Benz Certified,Gasoline,Black,Fair,Black,16028,25,35,"$40,890"
Subaru,Forester Premium,Used,Gasoline,Magnetite Gray Metallic,Good,Black,45164,26,33,"$28,739"
INFINITI,QX80 Luxe,Used,Gasoline,Liquid Platinum,Great,Graphite / Stone,55444,14,20,"$42,922"
Ford,Escape Titanium,Used,Gasoline,Magnetic Metallic,Good,Charcoal Black,37626,21,27,"$26,937"
Mercedes-Benz,G-Class G 550,Used,Gasoline,Cream,,Black,583,13,14,"$409,999"
Toyota,RAV4 LE,Used,Gasoline,Silver,Good,Black,15709,27,34,"$32,998"
Acura,MDX 3.5L w/Technology Package,Used,Gasoline,Modern Steel Metallic,Good,Ebony,34348,19,26,"$38,000"
Lexus,RX 350 350,Used,Gasoline,Atomic Silver,Good,Black,41065,19,26,"$39,788"
Lexus,GX 460 Base,Used,Gasoline,Nebula Gray Pearl,Good,Sepia,48877,15,18,"$43,895"
Cadillac,Escalade ESV Base,Used,Gasoline,Dark Granite Metallic,Great,Shale,90675,14,20,"$35,000"
Toyota,Highlander Limited,Used,Gasoline,Blizzard Pearl,Good,Almond,79820,20,26,"$32,777"
Lexus,GX 460 Base,Used,Gasoline,Black Onyx,Good,Red,19515,15,19,"$55,495"
Toyota,Camry SE,Toyota Certified,Gasoline,Galactic Aqua,Great,Black,34453,28,39,"$27,608"
Jaguar,F-PACE 25t Premium,Used,Gasoline,Corris Grey,Great,Latte / Ebony,24231,22,27,"$41,590"
Jeep,Cherokee Limited,Used,Gasoline,Billet Silver Metallic Clearcoat,Great,Black,30881,22,31,"$24,980"
Honda,Civic LX,Used,Gasoline,Rallye Red,Good,Black,30897,30,38,"$23,280"
GMC,Acadia SLE-2,Used,Gasoline,Red Quartz Tintcoat,Good,Jet Black,40758,17,25,"$34,900"
Mercedes-Benz,C-Class C 300 4MATIC,Used,Gasoline,Iridium Silver Metallic,Good,Black,47765,22,33,"$34,000"
Subaru,Impreza 2.0i Premium,Used,Gasoline,Crystal White Silica,Good,Ivory,34574,28,36,"$23,990"
Acura,TLX Tech,Acura Certified,Gasoline,–,Good,–,35084,20,31,"$34,244"
Hyundai,Santa Fe SEL 2.4,Used,Gasoline,Portofino Gray,Good,–,4784,21,27,"$34,999"
Hyundai,Tucson Limited,Used,Gasoline,Coliseum Gray,Good,Black,17531,21,26,"$29,999"
BMW,X3 xDrive30i,Used,Gasoline,Dark Graphite Metallic,Great,Black,67570,24,29,"$30,995"
Acura,MDX 3.5L Technology & A-Spec Pkgs,Acura Certified,Gasoline,Platinum White Pearl,Good,Red,19124,19,25,"$44,990"
INFINITI,QX50 ESSENTIAL,Used,Gasoline,Black Obsidian,Great,Graphite,32882,24,30,"$30,000"
Volvo,XC90 T5 Momentum,Used,Gasoline,Crystal White Pearl Metallic,Great,Charcoal,19060,20,27,"$42,500"
Audi,Q8 3.0T Premium,Used,Hybrid,Night Black,Fair,Black,46855,17,22,"$61,998"
Toyota,RAV4 LE,Toyota Certified,Gasoline,White,Good,Black,32388,22,28,"$26,752"
Honda,CR-V EX,Honda Certified,Gasoline,Crystal Black Pearl,Good,Black,64432,27,33,"$28,650"
Lexus,GX 460 Base,Used,Gasoline,Starfire Pearl,Good,Ecru,22926,15,18,"$46,988"
Mercedes-Benz,GLA 250 Base 4MATIC,Used,E85 Flex Fuel,Blue,Good,Crystal Gray,39914,23,31,"$31,998"
Mercedes-Benz,GLA 250 Base 4MATIC,Mercedes-Benz Certified,E85 Flex Fuel,Polar White,Good,Black,20017,23,31,"$34,383"
Mercedes-Benz,S-Class S 450,Used,Gasoline,designo Diamond White,Good,Silk Beige / Espresso Brown,24925,19,28,"$67,837"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Mineral White Metallic,Good,Canberra Beige,21496,20,26,"$51,998"
Alfa,Romeo Giulia Ti,Used,Gasoline,Alfa Black,Good,Black / Red,35201,24,33,"$29,599"
Audi,e-tron Prestige,Used,Electric,Brilliant Black,Good,Pearl Beige,13071,78,77,"$76,992"
Lexus,RX 350 F Sport,Used,Gasoline,Obsidian Black,Good,Black,45339,19,26,"$47,695"
Toyota,Corolla LE,Used,Gasoline,Barcelona Red Metallic,Good,–,42390,28,36,"$21,822"
BMW,X5 xDrive40i,BMW Certified,Gasoline,Arctic Gray Metallic,Good,Black,24887,21,25,"$64,692"
BMW,X5 xDrive40i,Used,Gasoline,Alpine White,Great,Black,10422,20,26,"$62,787"
RAM,1500 Laramie,Used,Gasoline,Delmonico Red Pearlcoat,Good,Light Frost,35595,19,24,"$48,595"
Volvo,XC90 T5 Momentum,Used,Gasoline,Osmium Gray Metallic,Good,Charcoal,33025,21,29,"$45,968"
Cadillac,Escalade Platinum,Used,Gasoline,Black Raven,Fair,Jet Black,25060,14,21,"$82,900"
Kia,Sorento SX,Used,Gasoline,Passion Red Tintcoat,Good,–,18545,22,29,"$41,459"
Honda,Pilot EX-L,Used,Gasoline,Gray,Great,Black,24273,18,26,"$36,998"
Audi,Q5 45 Premium Plus,Used,Gasoline,Manhattan Gray Metallic,Good,Black,18985,22,28,"$44,700"
Ford,F-150 Lariat,Used,Gasoline,Oxford White,Great,Black,16963,20,26,"$48,591"
GMC,Acadia SLE-1,Used,Gasoline,Ebony Twilight Metallic,Good,Jet Black,30670,21,26,"$32,161"
Porsche,Macan Base,Used,Gasoline,Black,Good,Black,16236,19,23,"$62,998"
Lexus,ES 350 F Sport,Used,Gasoline,Black,Good,Red,35760,22,31,"$42,195"
Chevrolet,Traverse LT Cloth,Chevrolet Certified,Gasoline,Silver Ice Metallic,Good,Dark Atmosphere,16183,17,25,"$37,750"
BMW,X3 xDrive30i,BMW Certified,Gasoline,Dark Graphite Metallic,Great,Black,19510,23,29,"$47,563"
Mercedes-Benz,E-Class E 300 Sport,Used,Gasoline,Iridium Silver Metallic,Good,–,47427,22,30,"$33,995"
Audi,Q7 55 Premium,Used,Gasoline,Orca Black Metallic,Good,Okapi Brown,19489,18,23,"$72,999"
Honda,CR-V EX,Used,Gasoline,Platinum White Pearl,Fair,Ivory,25439,27,33,"$33,991"
Toyota,Highlander Limited,Used,Gasoline,Toasted Walnut Pearl,Good,Saddle Tan,106708,21,27,"$29,995"
Chevrolet,Traverse Premier,Chevrolet Certified,Gasoline,Black,Good,Jet Black,65898,17,25,"$43,852"
GMC,Yukon XL SLT,Used,Gasoline,Summit White,Good,Jet Black,59771,14,21,"$52,632"
Ford,Explorer Limited,Used,Gasoline,Magnetic,Good,Sandstone,52034,20,27,"$42,598"
Toyota,4Runner Limited,Toyota Certified,Gasoline,Midnight Black Metallic,Good,Redwood,59715,17,20,"$43,495"
RAM,1500 Laramie,Used,Gasoline,Diamond Black,Great,Black,43675,19,24,"$49,295"
Honda,Pilot EX-L,Honda Certified,Gasoline,Crystal Black Pearl,Great,Black,34888,18,26,"$35,995"
Subaru,Outback 2.5i Limited,Used,Gasoline,Tungsten Metallic,Good,Ivory,31865,25,32,"$27,995"
Lexus,GS 350 F Sport,Used,Gasoline,Obsidian Black,Good,Black,54907,19,27,"$38,399"
Chrysler,Pacifica Touring-L,Used,Gasoline,Black,Great,Black,67820,19,28,"$28,370"
BMW,320 i,Used,Gasoline,Silver,Good,Black,47094,24,35,"$26,998"
Jeep,Patriot Latitude,Used,Gasoline,Gray,Great,Dark Slate Gray,94000,22,28,"$9,890"
Ford,Escape Titanium,Used,Gasoline,Deep Impact Blue,Fair,Medium Light Stone,82199,22,30,"$15,745"
Chevrolet,Suburban LT,Used,Gasoline,Satin Steel Metallic,Great,Black,66686,14,21,"$41,853"
BMW,X6 xDrive35i,Used,Gasoline,Space Gray Metallic,Fair,Black,38144,18,24,"$41,985"
Acura,TLX Type S,Used,Gasoline,Majestic Black Pearl,,Red,10027,19,24,"$58,588"
Toyota,RAV4 XLE,Used,Gasoline,Silver,Good,Black,31572,25,33,"$29,990"
Cadillac,XT5 Luxury,Used,Gasoline,Crystal White Tri-Coat,Great,Shara Beige,19938,18,25,"$34,500"
BMW,X3 xDrive28i,Used,Gasoline,Black Sapphire Metallic,Good,Sand Beige,50296,21,28,"$29,988"
BMW,X3 xDrive30i,BMW Certified,Gasoline,Dark Olive,Good,Mocha,11866,22,29,"$42,998"
Nissan,Murano SL,Used,Gasoline,–,Great,Black,105345,20,24,"$5,999"
Buick,Enclave Avenir,Used,Gasoline,Satin Steel Metallic,Fair,Ebony,33416,17,25,"$44,300"
INFINITI,QX50 ESSENTIAL,INFINITI Certified,Gasoline,Eclipse Black,Good,Beige / Brown,55061,24,30,"$35,564"
Mercedes-Benz,GLS 450 Base 4MATIC,Used,Gasoline,Black,Fair,Black,45135,19,23,"$71,987"
Honda,CR-V Touring,Honda Certified,Gasoline,Black,Good,Black,16187,27,32,"$39,963"
Lexus,RX 350 Base,Used,Gasoline,Matador Red,Good,–,13626,19,26,"$53,486"
BMW,540 i xDrive,BMW Certified,Gasoline,Black Sapphire Metallic,Good,Black,31587,21,29,"$46,496"
Lexus,GX 460 Base,Used,Gasoline,Nebula Gray Pearl,Great,Black,38711,15,18,"$44,698"
Lexus,GX 460 Base,Used,Gasoline,Black Onyx,Great,Ecru,43271,15,18,"$44,947"
Cadillac,Escalade Sport,Used,Gasoline,Shadow Metallic,,Brandy,16284,14,19,"$103,000"
Chevrolet,Tahoe LTZ,Used,E85 Flex Fuel,Black,Good,Black,155151,15,21,"$19,995"
Cadillac,CT6 3.6L Premium Luxury,Cadillac Certified,Gasoline,Crystal White Tri-Coat,Great,Shara Beige,35425,18,27,"$45,000"
BMW,X7 xDrive40i,Used,Gasoline,Black Sapphire Metallic,Good,Cognac,17431,20,25,"$74,481"
Mercedes-Benz,GLC 300 Base 4MATIC,Mercedes-Benz Certified,Gasoline,Blue,Great,Black,38628,22,27,"$37,505"
Lexus,RX 350 350,Used,Gasoline,Matador Red Mica,Great,Parchment,17632,19,26,"$44,874"
Kia,Seltos SX,Kia Certified,Gasoline,Gravity Gray,Good,Black,10138,25,30,"$33,186"
Acura,MDX 3.5L w/Technology Package,Used,Gasoline,Modern Steel Metallic,Good,Ebony,15150,20,27,"$45,996"
Audi,A4 40 Premium Plus,Used,Gasoline,Ibis White,Great,Atlas Beige,13329,24,31,"$45,678"
Hyundai,Kona SEL,Used,Gasoline,Ultra Black,Great,Black,10574,30,35,"$23,700"
Volvo,XC40 T5 Momentum,Volvo Certified,Gasoline,Red,Great,–,12430,23,31,"$35,800"
Mercedes-Benz,C-Class C 300,Used,Gasoline,Black,Great,–,57840,24,33,"$26,380"
INFINITI,QX60 Luxe,Used,Gasoline,Majestic White,Great,Java,35499,19,26,"$35,170"
Toyota,4Runner SR5,Used,Gasoline,Midnight Black Metallic,Good,Black,86012,17,22,"$31,881"
Toyota,RAV4 XLE,Used,Gasoline,Gray,Good,Black,13985,28,35,"$33,998"
Tesla,Model X P90D,Used,Electric,–,Fair,–,46766,89,90,"$72,700"
Audi,Q5 2.0T Tech Premium,Used,Gasoline,Mythos Black Metallic,Good,Black,35153,23,27,"$36,998"
Volvo,XC60 T6 Inscription,Used,Gasoline,Crystal White Pearl Metallic,Good,Amber,51622,19,27,"$39,300"
Tesla,Model 3 Long Range,Used,Gasoline,Midnight Silver Metallic,Good,White / Black,34568,124,116,"$54,900"
Honda,CR-V EX-L,Used,Gasoline,Crystal Black Pearl,Good,Black,25210,27,33,"$31,588"
Chevrolet,Traverse LS,Used,Gasoline,Silver Ice Metallic,Great,Jet Black,37538,18,27,"$31,000"
Audi,Q8 3.0T Premium,Used,Gasoline,Orca Black Metallic,Great,Black,30852,17,22,"$66,000"
Mazda,Mazda3 s,Used,Gasoline,Titanium Gray Metallic,Good,Solid Black,123785,24,29,"$5,995"
Toyota,RAV4 LE,Used,Gasoline,Super White,Great,–,34086,26,35,"$26,990"
Jaguar,F-PACE S,Used,Gasoline,Santorini Black,Good,Ebony,22444,18,23,"$49,990"
Toyota,RAV4 XLE,Toyota Certified,Gasoline,Silver Sky Metallic,Good,Ash,44155,23,30,"$24,595"
